url filename measure upper lower
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=110 graph05-pp-001 treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=35 graph05-wpp treewidth 24 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=34 graph06 treewidth 52 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=89 graph06pp treewidth 17 14
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=32 graph06-pp treewidth 52 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=109 graph06-pp-001 treewidth 52 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=31 graph06-wpp treewidth 52 34
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=30 graph07 treewidth 52 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=29 graph07-pp treewidth 52 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=108 graph07-pp-001 treewidth 52 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=28 graph07-wpp treewidth 52 34
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=27 graph08 treewidth 89 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=26 graph08-pp treewidth 89 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=107 graph08-pp-001 treewidth 89 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=25 graph08-wpp treewidth 89 40
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=24 graph09 treewidth 114 49
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=23 graph09-pp treewidth 114 49
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=106 graph09-pp-001 treewidth 114 49
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=22 graph09-wpp treewidth 114 46
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=21 graph10 treewidth 90 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=20 graph10-pp treewidth 90 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=105 graph10-pp-001 treewidth 90 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=19 graph10-wpp treewidth 90 40
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=18 graph11 treewidth 90 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=88 graph11pp treewidth 90 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=17 graph11-pp treewidth 90 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=104 graph11-pp-001 treewidth 90 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=16 graph11-wpp treewidth 90 42
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=15 graph12 treewidth 85 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=87 graph12pp treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=14 graph12-pp treewidth 85 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=103 graph12-pp-001 treewidth 85 43
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=13 graph12-wpp treewidth 85 40
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=12 graph13 treewidth 123 53
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=86 graph13pp treewidth 123 51
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=11 graph13-pp treewidth 123 53
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=102 graph13-pp-001 treewidth 123 53
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=10 graph13-wpp treewidth 123 49
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=9 graph14 treewidth 115 59
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=8 graph14-pp treewidth 115 59
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=7 graph14-wpp treewidth 116 46
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=161 homer treewidth 31 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=321 homer-pp treewidth 31 29
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=162 huck treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=330 inithx.i.1 treewidth 56 56
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=331 inithx.i.1-pp treewidth 56 56
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=332 inithx.i.2 treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=333 inithx.i.2-pp treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=335 inithx.i.3 treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=334 inithx.i.3-pp treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=163 jean treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=290 knights8_8 treewidth 16 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=291 knights8_8-pp treewidth 16 15
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=616 kroA100.tsp treewidth 10 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=615 kroA100.tsp-pp treewidth 10 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=614 kroA150.tsp treewidth 12 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=613 kroA150.tsp-pp treewidth 12 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=612 kroA200.tsp treewidth 14 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=611 kroA200.tsp-pp treewidth 14 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=610 kroB100.tsp treewidth 11 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=609 kroB150.tsp branchwidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=609 kroB150.tsp treewidth 12 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=608 kroB150.tsp-pp treewidth 12 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=607 kroB200.tsp treewidth 14 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=606 kroB200.tsp-pp treewidth 14 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=605 kroC100.tsp treewidth 10 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=604 kroC100.tsp-pp treewidth 10 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=603 kroE100.tsp treewidth 9 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=602 kroE100.tsp-pp treewidth 9 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=601 lin105.tsp branchwidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=145 link treewidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=147 link-pp treewidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=146 link-wpp treewidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=261 mainuk treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=313 mainuk-pp treewidth 6 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=253 mildew treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=254 mildew-wpp treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=165 miles1000 treewidth 49 49
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=164 miles1500 treewidth 77 77
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=166 miles250 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=167 miles500 treewidth 22 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=168 miles750 treewidth 36 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=351 mulsol.i.1 treewidth 50 50
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=352 mulsol.i.1-pp treewidth 50 50
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=353 mulsol.i.2 treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=354 mulsol.i.2-pp treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=355 mulsol.i.3 treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=356 mulsol.i.3-pp treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=357 mulsol.i.4 treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=358 mulsol.i.4-pp treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=359 mulsol.i.5 treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=360 mulsol.i.5-pp treewidth 31 31
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=219 munin1 treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=223 munin1-pp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=224 munin1-pp-001 treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=225 munin1-wpp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=220 munin2 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=226 munin2-pp treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=227 munin2-pp-001 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=228 munin2-pp-002 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=229 munin2-pp-003 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=230 munin2-pp-004 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=231 munin2-pp-005 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=232 munin2-pp-006 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=233 munin2-pp-007 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=234 munin2-pp-008 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=235 munin2-pp-009 treewidth 6 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=236 munin2-pp-010 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=237 munin2-pp-011 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=238 munin2-pp-012 treewidth 6 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=239 munin2-wpp treewidth 7 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=221 munin3 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=240 munin3-pp treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=241 munin3-pp-001 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=242 munin3-pp-002 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=243 munin3-pp-003 treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=244 munin3-wpp treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=222 munin4 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=245 munin4-pp treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=246 munin4-pp-001 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=247 munin4-pp-002 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=251 munin4-pp-003 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=250 munin4-pp-004 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=249 munin4-pp-005 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=248 munin4-pp-006 treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=252 munin4-wpp treewidth 8 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=314 myciel3 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=315 myciel4 treewidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=316 myciel5 treewidth 19 19
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=317 myciel6 treewidth 35 34
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=318 myciel7 treewidth 66 60
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=138 oesoca treewidth 3 3
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=140 oesoca+ treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=139 oesoca42 treewidth 3 3
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=144 oesoca+-pp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=143 oesoca+-wpp treewidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=597 p654.tsp branchwidth 10 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=136 pathfinder treewidth 6 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=137 pathfinder-pp treewidth 6 6
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=258 pathfinder-pp-001 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=97 pcb3038 treewidth 20 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=96 pcb3038-pp treewidth 20 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=304 pcb3038-pp-001 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=305 pcb3038-pp-002 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=306 pcb3038-pp-003 treewidth 5 5
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=307 pcb3038-pp-004 treewidth 20 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=594 pcb442.tsp branchwidth 17 17
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=156 pigs treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=157 pigs-pp treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=159 pigs-pp-001 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=158 pigs-wpp treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=592 pr1002.tsp branchwidth 21 21
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=583 pr144.tsp branchwidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=579 pr226.tsp branchwidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=573 pr299.tsp branchwidth 11 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=169 queen10_10 treewidth 72 57
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=174 queen11_11 treewidth 88 62
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=173 queen12_12 treewidth 104 69
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=172 queen13_13 treewidth 122 76
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=171 queen14_14 treewidth 141 87
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=170 queen15_15 treewidth 163 94
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=175 queen16_16 treewidth 186 106
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=176 queen5_5 treewidth 18 18
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=177 queen6_6 treewidth 25 25
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=178 queen7_7 treewidth 35 35
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=212 queen8_12 treewidth 65 55
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=211 queen8_8 treewidth 45 45
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=214 queen9_9 treewidth 58 50
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=554 rd400.tsp branchwidth 13 13
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=550 rl1323.tsp branchwidth 22 22
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=95 rl5915 treewidth 19 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=94 rl5915-pp treewidth 19 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=303 rl5915-pp-001 treewidth 19 10
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=93 rl5934 treewidth 21 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=92 rl5934-pp treewidth 21 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=308 rl5934-pp-001 treewidth 4 4
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=309 rl5934-pp-002 treewidth 21 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=322 school1 treewidth 188 150
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=338 school1_nsh treewidth 162 135
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=339 school1_nsh-pp treewidth 162 135
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=323 school1-pp treewidth 188 150
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=641 sodoku treewidth 45 36
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=789 sodoku-elim1 treewidth 45 36
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=546 tsp225.tsp branchwidth 12 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=546 tsp225.tsp treewidth 15 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=545 tsp225.tsp-pp treewidth 15 11
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=540 u159.tsp treewidth 12 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=539 u159.tsp-pp treewidth 12 8
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=535 u2319.tsp treewidth 56 41
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=565 u2319.tsp-pp treewidth 56 41
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=534 u574.tsp branchwidth 17 17
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=534 u574.tsp treewidth 24 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=532 u574.tsp-pp treewidth 24 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=530 u724.tsp treewidth 26 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=529 u724.tsp-pp treewidth 26 16
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=528 vm1084.tsp treewidth 23 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=527 vm1084.tsp-pp treewidth 23 12
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=388 vml1748.tsp treewidth 33 17
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=389 vml1748.tsp-pp treewidth 33 17
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=215 water treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=216 water-pp treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=217 water-pp-001 treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=218 water-wpp treewidth 9 9
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=262 weeduk treewidth 7 7
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=324 zeroin.i.1 treewidth 50 50
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=325 zeroin.i.1-pp treewidth 46 46
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=326 zeroin.i.2 treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=327 zeroin.i.2-pp treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=328 zeroin.i.3 treewidth 32 32
http://people.cs.uu.nl/hansb/treewidthlib/graph.php?id=329 zeroin.i.3-pp treewidth 32 32
